station_id,station_name,region,province,city,barangay,date_last_updated,island_group,latitude_degrees,latitude_minutes,latitude_seconds,longitude_degrees,longitude_minutes,longitude_seconds,utm_northing,utm_easting,utm_zone,horizontal_date_entry,horizontal_datum,horizontal_reference,horizontal_authority,horizontal_order,date_established,date_est_month,date_est_year,date_est_day,horizontal_date_computed,horizontal_fix,ellipsoidal_height,mark_status,mark_type,mark_const,authority,wgs84_north_degrees,wgs84_north_minutes,wgs84_north_seconds,wgs84_east_degrees,wgs84_east_minutes,wgs84_east_seconds,latitude,longitude,ellipz,description,encoder,status,IsAdopted,AdoptedBy,dateUpdated,utm_x,utm_y,utm_zone_alt,utm_x_wgs84,utm_y_wgs84,utm_zone_wgs84,accuracy_class,error_ellipse,height_error,itrf_lat_dd,itrf_lat_mm,itrf_lat_ss,itrf_lon_dd,itrf_lon_mm,itrf_lon_ss,itrf_ell_hgt,itrf_ell_err,itrf_hgt_err,latitude_decimal,longitude_decimal
,MMA-5197 (BBM-51),NCR,NCR - SECOND DISTRICT,CITY OF PASIG,SAN JOAQUIN,11/30/1999,LUZON,14,33,11.69241,121,4,23.27457,1609379.762,507881.168,3.0,04/15/2016,0,PRS92,,4,11/30/1999,0,0,0,11/30/1999,8,5.791,1,18,10,NAMRIA,121,4,28.17217,14,33,6.2915,14.5517476388889,121.074492269444,49.643,"STATION MARK Station is the head of a 4"" copper nail set at the center of a 20 cm x 20 cm concrete monument protruding about 30 cm above the ground and with inscriptions""SAN JAOGUIN,CAD 579 D BBM no.51 PASIG"". ACCESS From San Jaoguin travel towards the intersection road of M.Conception,Elizeo road and R. Jabson street.The point is located beside the Mercury Drug Store and near the traffic sign board.",jay Cepe,0,0,5.588M EGM2008,08/02/2022 3:12:07 PM,292386.275,1609692.657,51,292534.25016,1609624.39525,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.553247891666667,121.07313182499999
,MMA-5198 (BBM-53),NCR,NCR - SECOND DISTRICT,CITY OF PASIG,SAN MIGUEL,11/30/1999,LUZON,14,33,56.01298,121,5,0.84164,1610742.178,509005.245,3.0,04/15/2016,0,PRS92,,4,11/30/1999,0,0,0,11/30/1999,8,6.687,1,18,10,NAMRIA,121,5,5.73813,14,33,50.61005,14.5640583472222,121.084927258333,50.529,"STATION MARK Station is the head of a 4"" copper nail set at the center of a 20 cm x 20 cm concrete monument protruding about 30 cm above the ground and with inscriptions""PALATIW CAD,579 D BBM no.53 PASIG"". ACCESS From Brgy San Miguel travel towards Market Avenue at the bridge of Parian creek about 50 m from 7 eleven the point is located.",TIM,0,0,,09/02/2020 3:12:26 PM,293522.472,1611045.396,51,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.565559161111112,121.08356712222222
,MMA-5199 (BBM-54),NCR,NCR - SECOND DISTRICT,CITY OF PASIG,MAYBUNGA,11/30/1999,LUZON,14,35,7.0415,121,5,11.27317,1612925.098,509316.669,3.0,04/15/2016,0,PRS92,,4,11/30/1999,0,0,0,11/30/1999,8,6.957,1,18,10,NAMRIA,121,5,16.16796,14,35,1.63421,14.5837872805556,121.087824433333,50.75,"STATION MARK Station is the head of a 4"" copper nail set at the center of a 20 cm x 20 cm concrete monument protruding about 30 cm above the ground and with inscriptions""ROSARIO,CAD,579 D BBM no.54 PASIG"". ACCESS From Brgy Rosario travel to C. Raymundo Avenue.The point is located at the intersection of C. Raymundo Avenue and Pearl street.",TIM,0,0,,09/02/2020 3:12:47 PM,293853.124,1613225.878,51,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.585289305555555,121.08646476944443
,MMA-5199A REOBS 2020.99,NCR,NCR - SECOND DISTRICT,CITY OF PASIG,ROSARIO/MAYBUNGA,11/01/2020,LUZON,14,35,6.66284,121,5,11.18667,1612913.46,509314.084,3.0,01/29/2021,0,,RASA SURVEYING,1,11/30/1999,0,0,0,01/07/2021,0,6.59366,1,18,10,NAMRIA,121,5,16.08151,14,35,1.25555,14.5836820972222,121.087800419444,50.387,"MMA-5199 (BBM-54) ACCESS: The station is located at the sidewalk corner of C. Raymundo Avenue and Pearl Street, about 15 meters southeast from Yokohama and 8 meters southwest from the intersection road. STATION MARK: Mark is the head of 4"" copper nail set at the center of a 20 cm cement putty with inscriptions ""MMA-5199A, BBM-54"".",TIM,0,0,,01/29/2021 3:48:52 PM,293850.436,1613214.261,51,293998.29456,1613146.01209,51,1.0,0.0,0.01,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.585184122222223,121.08644074166666
,MMA-52 (LOST),NCR,"NCR - MANILA, FIRST DISTRICT",MANILA,RIZAL PARK,11/30/1999,LUZON,14,34,50.06835,120,58,25.59837,1612401.882,497174.42,3.0,09/23/1996,1,PRS92,NAMRIA,3,08/01/1996,8,1996,1,08/01/1996,0,3.176,1,0,10,NAMRIA,120,58,30.49419,14,34,44.65301,14.5790702805556,120.975137275,46.708,"MMA-52 is established at Rizal Park, at the N corner of the intersection of Quirino and South Boulevard. It is about 150 meters SE of Quirino Grandstand and about 250 meters from Roxas Boulevard. Mark is the head of a two inch concrete nail embedded on the sidewalk pavement about 1.500 meters S of the Southernmost lamp post along Quirino street and about 2.0 meters SW of an MWSS circular iron plate cover 8"" in diameter. No inscription was made and the station is intervisible with MMA-51 which is about 316 meters northwest.",Mara Odtohan,1,0,,06/20/2013,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.580574541666666,120.973777325
,MMA-5200 (BBM-55),NCR,NCR - SECOND DISTRICT,CITY OF PASIG,ROSARIO,11/30/1999,LUZON,14,35,47.50172,121,5,22.24479,1614168.624,509644.57,3.0,04/15/2016,0,PRS92,,4,11/30/1999,0,0,0,11/30/1999,8,9.935,1,18,10,NAMRIA,121,5,27.1386,14,35,42.09206,14.5950255722222,121.090871833333,53.703,"STATION MARK Station is the head of a 4"" copper nail set at the center of a 20 cm x 20 cm concrete monument protruding about 30 cm above the ground and with inscriptions""ROSARIO,CAD,579 D BBM no.55 PASIG"". ACCESS From Brgy Manggahan travel towards floodway beside Ilog Pasig fronting MMDA and DPWH Pasig.The point is located at West Bank road.",TIM,0,0,,09/02/2020 3:13:04 PM,294192.009,1614466.687,51,294339.82551,1614398.43829,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.596528255555556,121.08951244166666
,MMA-5201 (BBM-56),NCR,NCR - SECOND DISTRICT,CITY OF PASIG,PINAGBUHATAN,11/30/1999,LUZON,14,33,49.63461,121,5,47.85773,1610546.718,510412.686,3.0,04/15/2016,0,PRS92,,4,11/30/1999,0,0,0,11/30/1999,8,7.339,1,18,10,NAMRIA,121,5,52.7543,14,33,44.23315,14.5622869861111,121.097987305556,51.218,"STATION MARK Station is the head of a 4"" copper nail set at the center of a 20 cm x 20 cm concrete monument protruding about 30 cm above the ground and with inscriptions""PINAGBUHATAN,CAD,579 D BBM no.56 PASIG"". ACCESS From Brgy Palatiw travel towards Greenwoods Subdivision,from the guardhouse of the subdivision travel 150 m upon raeching Ilugin creek.The point is located at the Bridge.",TIM,0,0,6.928M EGM2008,09/02/2020 11:30:55 AM,294928.385,1610837.55,51,295076.30372,1610769.35439,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.563787391666667,121.09662714722222
,MMA-5201 (BBM-56) REOBS 2020.99,NCR,NCR - SECOND DISTRICT,CITY OF PASIG,PINAGBUHATAN/PALATIW,11/01/2020,LUZON,14,33,49.63508,121,5,47.8556,1610546.733,510412.622,3.0,01/29/2021,0,,RASA SURVEYING,1,11/30/1999,0,0,0,01/07/2021,0,7.31689,1,18,10,NAMRIA,121,5,52.75221,14,33,44.2336,14.5622871111111,121.097986725,51.196,"MMA-5201 (BBM-56) ACCESS: From Brgy Palatiw travel towards Greenwoods Subdivision,from the guardhouse of the subdivision travel 150 m upon raeching Ilugin creek.The point is located at the Bridge. STATION MARK: Station is the head of a 4"" copper nail set at the center of a 20 cm x 20 cm concrete monument protruding about 30 cm above the ground and with inscriptions""PINAGBUHATAN,CAD,579 D BBM no.56 PASIG"".",TIM,0,0,,01/29/2021 3:53:37 PM,294928.321,1610837.565,51,295076.24126,1610769.36874,51,1.0,0.0,0.01,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.563787522222222,121.09662655555555
,MMA-5202 (BBM-57) (LOST),NCR,NCR - SECOND DISTRICT,CITY OF PASIG,PINAGBUHATAN,11/30/1999,LUZON,14,33,45.90561,121,5,35.2763,1610431.964,510036.123,3.0,04/15/2016,0,PRS92,,4,11/30/1999,0,0,0,11/30/1999,8,5.989,5,18,10,NAMRIA,121,5,40.17298,14,33,40.50411,14.5612511416667,121.094492494444,49.862,"Station is the head of a 4"" copper nail set at the center of a 20 cm x 20 cm concrete monument protruding about 30 cm above the ground and with inscriptions""PALATIW,CAD,579 D BBM no.57 PASIG"". From Brgy Palatiw travel to A Sandoval Avenue,continue travel until you reach Greenwoods Subdivision,The point is located at the center Island about 150 m of Grenwoods Subdivision,about 150 m of Greenwoods Subdivision Gate. Reported as Destroyed point by G. Aquino & E. Calucag Jr. (Geodesy Div. NAMRIA) FEB2019",TIM,0,0,,09/02/2020 3:13:42 PM,294550.765,1610726.087,51,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.562751558333334,121.09313230555556
,MMA-5203 (BBM-58),NCR,NCR - SECOND DISTRICT,CITY OF PASIG,PALATIW,11/30/1999,LUZON,14,33,49.64162,121,5,34.0203,1610546.762,509998.48,3.0,04/15/2016,0,PRS92,,4,11/30/1999,0,0,0,11/30/1999,8,5.986,1,18,10,NAMRIA,121,5,38.9169,14,33,44.23985,14.5622888472222,121.094143583333,49.856,"STATION MARK Station is the head of a 4"" copper nail set at the center of a 20 cm x 20 cm concrete monument protruding about 30 cm above the ground and with inscriptions""PALATIW,CAD,579 D BBM no.58 PASIG"". ACCESS From C5 road travel to Brgy Palatiw along A.Sandoval avenue near Isla Homes Subdivision.The point is located at the sidewalk of the road fronting a Carwash.",TIM,0,0,,09/02/2020 3:14:10 PM,294514.124,1610841.23,51,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.56378933888889,121.09278341666666
,MMA-5204 (BBM-59),NCR,NCR - SECOND DISTRICT,CITY OF PASIG,PINAGBUHATAN,11/30/1999,LUZON,14,33,44.0291,121,5,11.993,1610374.022,509339.185,3.0,04/15/2016,0,PRS92,,4,11/30/1999,0,0,0,11/30/1999,8,5.691,1,18,10,NAMRIA,121,5,16.88976,14,33,38.62719,14.560729775,121.088024933333,49.55,"STATION MARK Station is the head of a 4"" copper nail set at the center of a 20 cm x 20 cm concrete monument protruding about 30 cm above the ground and with inscriptions""PALATIW,CAD,579 D BBM no.58 PASIG"". ACCESS From C5 road travel to Brgy Palatiw along A.Sandoval avenue near Isla Homes Subdivision.The point is located at the sidewalk of the road fronting a Carwash.",TIM,0,0,,09/02/2020 3:14:24 PM,293853.224,1610674.257,51,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.562230305555556,121.08666472222222
,MMA-5205 (BBM-60),NCR,NCR - SECOND DISTRICT,CITY OF PASIG,PALATIW,11/30/1999,LUZON,14,33,46.27473,121,5,5.53789,1610442.96,509145.932,3.0,04/15/2016,0,PRS92,,4,11/30/1999,0,0,0,11/30/1999,8,5.604,1,18,10,NAMRIA,121,5,10.43461,14,33,40.87254,14.5613534833333,121.086231836111,49.457,"STATION MARK Station is the head of a 4"" copper nail set at the center of a 20 cm x 20 cm concrete monument protruding about 30 cm above the ground and with inscriptions""PALATIW,CAD,579 D BBM no.60 PASIG"". ACCESS From Pasig Public Market travel about 1 km to BBM 60 it is located along San Agustin Avenue and E. Santos Street,about 1 m south of the Hardware and 13 m south east of the Junk Shop.",TIM,0,0,,09/02/2020 3:14:59 PM,293660.55,1610744.902,51,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.562854091666667,121.0848716361111
,MMA-5206 (BBM-61),NCR,NCR - SECOND DISTRICT,CITY OF PASIG,SUMILANG,11/30/1999,LUZON,14,33,20.30407,121,4,29.21058,1609644.467,508058.776,3.0,04/15/2016,0,PRS92,,4,11/30/1999,0,0,0,11/30/1999,8,7.05,1,18,10,NAMRIA,121,4,34.10796,14,33,14.90274,14.55413965,121.0761411,50.899,"STATION MARK Station is the head of a 4"" copper nail set at the center of a 20 cm x 20 cm concrete monument protruding about 30 cm above the ground and with inscriptions""BAMBANG,CAD,579 D BBM no.61 PASIG"". ACCESS From Elisco road travel to A. Luna Street about 350 m until you reach the Bambang Bridge were the station is located.",Mary,0,0,,05/09/2024 10:28:20 AM,292566.232,1609955.841,51,292714.19791,1609887.5828,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.555640019444445,121.07478071666667
,MMA-5207 (BBM-62),NCR,NCR - SECOND DISTRICT,CITY OF PASIG,BAMBANG,11/30/1999,LUZON,14,33,15.81149,121,4,50.02866,1609506.616,508682.012,3.0,04/15/2016,0,PRS92,,4,11/30/1999,0,0,0,11/30/1999,8,6.218,1,18,10,NAMRIA,121,4,54.92612,14,33,10.41092,14.5528919222222,121.081923922222,50.084,"STATION MARK Station is the head of a 4"" copper nail set at the center of a 20 cm x 20 cm concrete monument protruding about 30 cm above the ground and with inscriptions""BAMBANG,CAD,579 D BBM no.62 PASIG"". ACCESS From R Jabson Street travel to Elisco road about 800 m then turn to M.Jimenez street,continue travel about 200 m until you reach the intersection of N Cuevas street were the station is located.",TIM,0,0,,09/02/2020 3:15:56 PM,293188.345,1609812.501,51,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.554392080555557,121.08056351666666
,MMA-5208 (BBM-63),NCR,NCR - SECOND DISTRICT,CITY OF PASIG,KALAWAAN,11/30/1999,LUZON,14,32,56.05407,121,4,50.291,1608899.448,508690.079,3.0,04/19/2016,0,PRS92,,4,11/30/1999,0,0,0,11/30/1999,8,5.695,1,18,10,NAMRIA,121,4,55.18892,14,32,50.65478,14.5474041055556,121.081996922222,49.578,"STATION MARK Station is the head of a 4"" copper nail set at the center of a 20 cm x 20 cm concrete monument protruding about 30 cm above the ground and with inscriptions""KALAWAAN,CAD,579 D BBM no.63 PASIG"". ACCESS From Pasig Public Market travel to Brgy Kalawaan thru Elisco road along A.B. Cruz ,BBM 63 is located beside a small bridge a boundary between Pasig City and Taguig City.",TIM,0,0,,09/02/2020 3:16:43 PM,293191.087,1609205.177,51,293339.06926,1609136.9439,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.548903908333333,121.08063638888889
,MMA-5209 (BBM-64),NCR,NCR - SECOND DISTRICT,CITY OF PASIG,KALAWAAN,11/30/1999,LUZON,14,32,44.11046,121,5,14.42025,1608532.671,509412.548,3.0,04/19/2016,0,PRS92,,4,11/30/1999,0,0,0,11/30/1999,8,5.691,1,18,10,NAMRIA,121,5,19.31843,14,32,38.71248,14.5440868,121.088699563889,49.599,"STATION MARK Station is the head of a 4"" copper nail set at the center of a 20 cm x 20 cm concrete monument protruding about 30 cm above the ground and with inscriptions""KALAWAAN,CAD,579 D BBM no.64 PASIG"". ACCESS From Kalawaan Bridge travel to . Jimenez Street about 300 m then turn left to Elisco road continue travel at 1.5 km until you reach the creek were the station is located.",Mara,0,0,5.404 M EGM2008,01/22/2020 3:25:01 PM,293910.437,1608832.012,51,294058.42487,1608763.80376,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.54558623888889,121.08733895833333
,MMA-5210 (BBM-65),NCR,NCR - SECOND DISTRICT,CITY OF PASIG,ROSARIO,11/30/1999,LUZON,14,35,29.72396,121,5,32.07641,1613622.406,509939.045,3.0,04/19/2016,0,PRS92,,4,11/30/1999,0,0,0,11/30/1999,8,15.441,1,18,10,NAMRIA,121,5,36.97063,14,35,24.31568,14.5900876888889,121.093602952778,59.23,"STATION MARK Station is the head of a 4"" copper nail set at the center of a 20 cm x 20 cm concrete monument protruding about 30 cm above the ground and with inscriptions""ROSARIO,CAD,579 D BBM no.65 PASIG"". ACCESS From C5 travel to Brgy Rosario then take Ortigas Avenue Extension when you reached floodway.The point is located near Ortigas Bridge along Floodway.",TIM,0,0,,09/02/2020 3:17:01 PM,294481.717,1613917.805,51,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.59158998888889,121.09224344722222
,MMA-5211 (BBM-66=CBM-7),NCR,NCR - SECOND DISTRICT,CITY OF PASIG,SANTA LUCIA,11/30/1999,LUZON,14,35,20.84731,121,6,25.55011,1613350.315,511539.643,3.0,04/19/2016,0,PRS92,,4,11/30/1999,0,0,0,11/30/1999,8,9.958,1,18,10,NAMRIA,121,6,30.44446,14,35,15.4408,14.5876224444444,121.108456794444,53.79,"STATION MARK Station is the head of a 4"" copper nail set at the center of a 20 cm x 20 cm concrete monument protruding about 30 cm above the ground and with inscriptions""STA. LUCIA,CAD,579 D BBM no.65=CBM No.7) PASIG"". ACCESS From Rosario travel to Cainta along Ortigas Avenue extension.The point is located at Bridge about 200 m east of Ever Gotesco Mall.",TIM,0,0,,02/01/2021 3:23:31 PM,296080.127,1613631.598,51,296227.95168,1613563.41303,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.58912425277778,121.10709725277778
,MMA-5212 (BBM-67=CBM-8),NCR,NCR - SECOND DISTRICT,CITY OF PASIG,SANTA LUCIA,11/30/1999,LUZON,14,34,49.38894,121,6,19.82693,1612383.475,511368.794,3.0,04/19/2016,0,PRS92,,4,11/30/1999,0,0,0,11/30/1999,8,7.61451,1,18,10,NAMRIA,121,6,24.72208,14,34,43.98431,14.5788845305556,121.106867244444,51.468,"STATION MARK Station is the head of a 4"" copper nail set at the center of a 20 cm x 20 cm concrete monument protruding about 30 cm above the ground and with inscriptions""STA. LUCIA,CAD,579 D BBM no.67=CBM No.8) PASIG"". ACCESS From Floodway take Jacob Street passing thru Sta Lucia High School along Romeo Thaddeus Street about 700 m to the bridge of Buli creek beside the wall of a subdivision",TIM,0,1,,01/27/2025 7:46:05 AM,295900.754,1612666.14,51,296048.61113,1612597.95732,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.580385816666666,121.10550748055554
,MMA-5213 (BBM-68=CBM-9),NCR,NCR - SECOND DISTRICT,CITY OF PASIG,SANTA LUCIA,11/30/1999,LUZON,14,34,38.27388,121,6,2.59734,1612041.661,510853.237,3.0,04/19/2016,0,PRS92,,4,11/30/1999,0,0,0,11/30/1999,8,11.776,1,18,10,NAMRIA,121,6,7.49273,14,34,32.86961,14.5757971138889,121.102081313889,55.627,"STATION MARK Station is the head of a 4"" copper nail set at the center of a 20 cm x 20 cm concrete monument protruding about 30 cm above the ground and with inscriptions""STA. LUCIA,CAD,579 D BBM no.68=CBM No.9) PASIG"". ACCESS From Brgy Rosario take Floodway along East West Bank Road, the point is located near Buli Creek about 215 m east of Legaspi Bridge.",TIM,0,0,11.293M EGM2008,02/01/2021 3:22:51 PM,295382.127,1612328.814,51,295529.99729,1612260.61966,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.577298299999999,121.10072148333333
,MMA-5214 (BBM-69),NCR,NCR - SECOND DISTRICT,CITY OF PASIG,BAMBANG,11/30/1999,LUZON,14,33,31.35065,121,4,28.27096,1609983.933,508030.538,3.0,04/19/2016,0,PRS92,,4,11/30/1999,0,0,0,11/30/1999,8,6.519,1,18,10,NAMRIA,121,4,33.16809,14,33,25.94858,14.5572079388889,121.075880025,50.359,"STATION MARK Station is the head of a 4"" copper nail set at the center of a 20 cm x 20 cm concrete monument protruding about 30 cm above the ground and with inscriptions""BAMBANG,CAD,579 D BBM no.69 PASIG"". ACCESS From Plaza Rizal Park travel to P.Burgos street about 300 m then turn left to Industria street turn left to Dr. Garcia street,continue travel 350 m until you reach the A. Luna Street were the station is located.",TIM,0,0,,09/02/2020 3:18:40 PM,292540.97,1610295.604,51,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.55870851388889,121.07451971111111
,MMA-5215 (BBM-78),NCR,NCR - SECOND DISTRICT,CITY OF PASIG,ROSARIO,11/30/1999,LUZON,14,35,49.90216,121,5,15.18983,1614242.311,509433.391,3.0,04/19/2016,0,PRS92,,4,11/30/1999,0,0,0,11/30/1999,8,10.668,1,18,10,NAMRIA,121,5,20.0836,14,35,44.49219,14.595692275,121.088912111111,54.429,"STATION MARK Station is the head of a 4"" copper nail set at the center of a 20 cm x 20 cm concrete monument protruding about 30 cm above the ground and with inscriptions""ROSARIO,CAD,579 D BBM no.78 PASIG"". ACCESS From Marcos High Way turn left at Ligaya along Amang Rodriguez Avenue about 150 m from Caltex at left side of the road going to Rosario.The point is located beside an Electric post.",TIM,0,0,,09/02/2020 3:19:46 PM,293981.45,1614542.243,51,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.597195044444446,121.08755273055556
,MMA-5216 (BBM-79),NCR,NCR - SECOND DISTRICT,CITY OF PASIG,DELA PAZ,11/30/1999,LUZON,14,36,35.35317,121,6,9.47332,1615639.766,511057.425,3.0,04/19/2016,0,PRS92,,4,11/30/1999,0,0,0,11/30/1999,8,11.539,1,18,10,NAMRIA,121,6,14.36593,14,36,29.94149,14.6083170805556,121.103990536111,55.301,"STATION MARK Station is the head of a 4"" copper nail set at the center of a 20 cm x 20 cm concrete monument protruding about 30 cm above the ground and with inscriptions""DELA PAZ,CAD,579 D BBM no.79 PASIG"". ACCESS From Sta. Lucia Mall travel to Imelda Avenue about 1.5 km continue travel until you reach the Kabayanihan Street were the point is located.",Mary,0,0,,05/09/2024 9:34:02 AM,295618.002,1615925.58,51,295765.7624,1615857.36179,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.609820325,121.10263147777778
,MMA-5217 (BBM-81),NCR,NCR - SECOND DISTRICT,CITY OF PASIG,MAYBUNGA,11/30/1999,LUZON,14,34,27.83039,121,4,55.55928,1611719.912,508846.773,3.0,04/19/2016,0,PRS92,,4,11/30/1999,0,0,0,11/30/1999,8,6.752,1,18,10,NAMRIA,121,5,0.45502,14,34,22.42528,14.5728959111111,121.083459727778,50.565,"STATION MARK Station is the head of a 4"" copper nail set at the center of a 20 cm x 20 cm concrete monument protruding about 30 cm above the ground and with inscriptions""MAYBUNGA,CAD,579 D BBM no.81 PASIG"". ACCESS From Manggahan Floodway travel to Brgy Maybunga along C. Raymundo Avenue about 2 km ,until you reach the Shell Gasoline Station.The point is located at the sidewalk of C. Raymundo Avenue infront of a Hardware building.",TIM,0,0,,09/02/2020 3:21:02 PM,293372.568,1612024.658,51,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.574397330555556,121.0820998
,MMA-5218 (BBM-82),NCR,NCR - SECOND DISTRICT,CITY OF PASIG,SAN MIGUEL,11/30/1999,LUZON,14,34,13.05487,121,5,2.05584,1611265.911,509041.398,3.0,04/19/2016,0,PRS92,,4,11/30/1999,0,0,0,11/30/1999,8,6.41843,1,18,10,NAMRIA,121,5,6.95196,14,34,7.65084,14.5687919,121.085264433333,50.248,"STATION MARK Station is the head of a 4"" copper nail set at the center of a 20 cm x 20 cm concrete monument protruding about 30 cm above the ground and with inscriptions""CANIOGAN,CAD,579 D BBM no.82 PASIG"". ACCESS From Public Market of Pasig to Mercedes Avenue along Market Avenue about 1.3 km then turn left to Mercedez Avenue continue travel 80 m until you reach the point.",TIM,0,0,6.082 M EGM2008,03/12/2025 11:57:59 AM,293563.23,1611568.884,51,293711.14008,1611500.64075,51,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.570293019444444,121.0839044
,MMA-5219 (BBM-84),NCR,NCR - SECOND DISTRICT,CITY OF PASIG,MAYBUNGA,11/30/1999,LUZON,14,35,4.34327,121,4,57.1766,1612842.021,508894.777,3.0,04/19/2016,0,PRS92,,4,11/30/1999,0,0,0,11/30/1999,8,9.092,1,18,10,NAMRIA,121,5,2.07147,14,34,58.93584,14.5830377333333,121.083908741667,52.877,"STATION MARK Station is the head of a 4"" copper nail set at the center of a 20 cm x 20 cm concrete monument protruding about 30 cm above the ground and with inscriptions""ROSARIO,CAD,579 D BBM no.84 PASIG"". ACCESS From E. Rodriguez avenue travel to Brgy Rosario along Eagle Avenue then turn left to Dr. Sixto Antonio avenue continue travel from 250 m until you reach the point.",TIM,0,0,,09/02/2020 3:21:29 PM,293430.443,1613146.499,51,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,14.584539797222222,121.08254905555555
